ID,target
ID_I1G6PMA,0
ID_I1OAA3I,0
ID_I2OI6S2,0
ID_I3SAPAY,0
ID_I4TSLWL,0
ID_I669K22,0
ID_I6X9J8G,0
ID_I7UE6NS,0
ID_I8ZISEN,0
ID_IACQ01W,0
ID_IAMV8NG,0
ID_IBKU901,0
ID_IE8TU4I,0
ID_IFD2W8N,0
ID_IGS6CKU,0
ID_IIIQOQB,0
ID_IJED73A,0
ID_IJYA9ZV,0
ID_IKQ07C8,0
ID_IKUDN8N,0
ID_ILGIT5H,0
ID_ILORXCY,0
ID_ILSF430,0
ID_ILUC79K,0
ID_IMCLAEE,0
ID_IMJ3TUU,0
ID_IN5E3ND,0
ID_INS3ATI,0
ID_IO7F0U0,0
ID_IOE1WNR,0
ID_IPHTQ4E,0
ID_IQUPO8W,0
ID_IQXFG3D,0
ID_IS4CA9K,0
ID_IT1CBIF,0
ID_IXVHSRX,0
ID_IYGF7AW,0
ID_IZIQY23,0
ID_J0OU8HB,0
ID_J13GNKQ,0
ID_J22FHT5,0
ID_J2JI9L7,0
ID_J451651,0
ID_J4CJW2D,0
ID_J5RYLC2,0
ID_J6ILLJJ,0
ID_J82LB22,0
ID_J84IK7D,0
ID_J9805PG,0
ID_JAJ446Q,0
ID_JB4GQOF,0
ID_JCI9QD1,0
ID_JCZA2GA,0
ID_JE2ZNYJ,0
ID_JEFLXIA,0
ID_JFHSD07,0
ID_JG2T0GQ,0
ID_JGGHG71,0
ID_JGUAT9Z,0
ID_JHLMU91,0
ID_JHSAFG8,0
ID_JK1AIBJ,0
ID_JNZUZVT,0
ID_JO0YJ9A,0
ID_JOJOFW3,0
ID_JRWFPW6,0
ID_JSQQTB6,0
ID_JSWJS27,0
ID_JT9716Z,0
ID_JTNL188,0
ID_JTQJL2A,0
ID_JUO7R24,0
ID_JV2YS1S,0
ID_JWKPRQP,0
ID_JXJIC4H,0
ID_JXR2E4M,0
ID_JY4JQ1O,0
ID_JZAVG0E,0
ID_JZQG864,0
ID_JZZ4019,0
ID_K24T2HT,0
ID_K2FX3N2,0
ID_K36A7C1,0
ID_K3T7YBJ,0
ID_K4LBHF1,0
ID_K5WA2MK,0
ID_K7C4H54,0
ID_K8HSVDW,0
ID_K8TDISV,0
ID_K9ILDHY,0
ID_K9M4ZKV,0
ID_KAVDJZT,0
ID_KBV14SJ,0
ID_KE1SSUE,0
ID_KF7IA2O,0
ID_KFXRBQE,0
ID_KIZKQIX,0
ID_KJWBEE2,0
ID_KLAH4XR,0
ID_KMTG1D4,0
ID_KOGLI8O,0
ID_KPPEBQZ,0
ID_KR91VQB,0
ID_KU5KSF7,0
ID_KWO4DBU,0
ID_KWW3ZFV,0
ID_KWX2FUL,0
ID_KXSN8CR,0
ID_KXXLEJT,0
ID_KXYTC3L,0
ID_KY09ZQP,0
ID_KYQGOLS,0
ID_L3X62M8,0
ID_L4D3GR9,0
ID_L4LYHMU,0
ID_L4MWIQN,0
ID_L54B2T4,0
ID_L5GVMIE,0
ID_L7E2D2U,0
ID_L7L6W1K,0
ID_L9XG438,0
ID_LAG2M73,0
ID_LBOH008,0
ID_LC75TUR,0
ID_LCBEAJX,0
ID_LDGAPU4,0
ID_LDKFZY9,0
ID_LDZ4BUQ,0
ID_LE5QNZZ,0
ID_LEHO0WF,0
ID_LETUT97,0
ID_LH72BPZ,0
ID_LHVZ9HS,0
ID_LI4B144,0
ID_LKLWWJ0,0
ID_LL3UJH6,0
ID_LLKM6LS,0
ID_LLOZ8W8,0
ID_LO78G6B,0
ID_LQYJ86O,0
ID_LR078GT,0
ID_LS017ZC,0
ID_LT2Y516,0
ID_LU1KMHA,0
ID_LUM77ZN,0
ID_LUPF94M,0
ID_LUQJ0XJ,0
ID_LUYL58S,0
ID_LVWC4GD,0
ID_LW0B5PO,0
ID_LW56V9M,0
ID_M1D245G,0
ID_M51I7X6,0
ID_M5K04H2,0
ID_MAEI6AL,0
ID_MB3DOX2,0
ID_MBMBGLM,0
ID_MC2Q5FR,0
ID_MCXRSY4,0
ID_MDOOE23,0
ID_MEPI9CC,0
ID_MER1ASP,0
ID_MGYVN0Y,0
ID_MHZVHEM,0
ID_MJ8PVB3,0
ID_ML16MSN,0
ID_MMMJKTK,0
ID_MP9NHIC,0
ID_MRNF20H,0
ID_MRXPZ3I,0
ID_MSNO04Y,0
ID_MT9ZDZL,0
ID_MU2XNPA,0
ID_MU3N61S,0
ID_MU85MAR,0
ID_MUM2I5Y,0
ID_MUZ7XML,0
ID_MVET52J,0
ID_MWCDXKL,0
ID_MXBJQ9V,0
ID_MYENAUK,0
ID_MZPS3W5,0
ID_N055X01,0
ID_N0IQ3OF,0
ID_N33CAVY,0
ID_N41T7DN,0
ID_N4B404K,0
ID_N5SDIE0,0
ID_N67PMQ5,0
ID_N7NMJQL,0
ID_N8CGZC0,0
ID_NCDEHSI,0
ID_NCV2NG0,0
ID_NDBDVBQ,0
ID_NF6LCGI,0
ID_NFK85EJ,0
ID_NFP021S,0
ID_NGHH407,0
ID_NH5YLIJ,0
ID_NHDN6RU,0
ID_NJLHHGH,0
ID_NKJDMXH,0
ID_NL0VPRD,0
ID_NL5PIF4,0
ID_NO2EVRS,0
ID_NR7FRDY,0
ID_NT5ZOTP,0
ID_NUR9NB4,0
ID_NW51CW5,0
ID_NW5IUSX,0
ID_NXI00T8,0
ID_NY02IF5,0
ID_NYOAN76,0
ID_NYRPCM6,0
ID_NYWSHLR,0
ID_O0C3105,0
ID_O1G929H,0
ID_O1LK7VI,0
ID_O1M4QSJ,0
ID_O1NWTPH,0
ID_O1ZYWM1,0
ID_O629VY4,0
ID_O6568AT,0
ID_O9C0GVB,0
ID_O9HA41B,0
ID_OA0R6A4,0
ID_OAPLZYU,0
ID_OBO9KL0,0
ID_ODCPIFZ,0
ID_OFA9XWW,0
ID_OFBNQ8D,0
ID_OFD1S1W,0
ID_OG1I9YI,0
ID_OHXPL0T,0
ID_OIIKWKR,0
ID_OKYVXW8,0
ID_OMV3OQD,0
ID_OMVS4UL,0
ID_OOHIM7T,0
ID_OOW9BSJ,0
ID_OR9UL8Z,0
ID_OT1CQFC,0
ID_OULA35G,0
ID_OV7UMDR,0
ID_OWGNP5G,0
ID_P098CG8,0
ID_P0KV346,0
ID_P0TO0AH,0
ID_P1J2OHF,0
ID_P4BUTPC,0
ID_P5ONZSX,0
ID_P5PKUUO,0
ID_P7SI4J1,0
ID_P8MRRD3,0
ID_P9J945Y,0
ID_PAPAJC4,0
ID_PCAK839,0
ID_PE1J486,0
ID_PFFF6K5,0
ID_PFV1AO2,0
ID_PG1R20C,0
ID_PJSUGHS,0
ID_PJZSCZM,0
ID_PKP4N20,0
ID_PM8CAIW,0
ID_PNCLV7M,0
ID_PNE6T1S,0
ID_PO2L1TY,0
ID_PPHOQN3,0
ID_PS9GOHL,0
ID_PTNWE3B,0
ID_PUZJ0FB,0
ID_PYKBUGL,0
ID_PZ5ADBY,0
ID_PZ9QE6Z,0
ID_PZU8YD8,0
ID_Q01Z9UC,0
ID_Q0CKYQD,0
ID_Q1BFZ74,0
ID_Q217V7F,0
ID_Q38I9L1,0
ID_Q3NK4IS,0
ID_Q6GKOAQ,0
ID_Q7WRISX,0
ID_QA8BAYC,0
ID_QASAINF,0
ID_QCGL7BP,0
ID_QDUIKFT,0
ID_QDWFMIA,0
ID_QFLN7W5,0
ID_QGBF3PV,0
ID_QGKRZXE,0
ID_QGX55XN,0
ID_QHPXN4P,0
ID_QIBN585,0
ID_QJAIOZP,0
ID_QKQIPKE,0
ID_QLZOSYD,0
ID_QMA7540,0
ID_QR1L02F,0
ID_QRU9JI4,0
ID_QUAUKQC,0
ID_QUWR3Q0,0
ID_QVOV8CL,0
ID_QVT9UYK,0
ID_QX4B87T,0
ID_QYDTR8W,0
ID_R0I6FI5,0
ID_R2EWPKY,0
ID_R32D7EA,0
ID_R41NC1B,0
ID_R4FDQDG,0
ID_R4WBA7B,0
ID_R5RVZO3,0
ID_R71G8W1,0
ID_R7BDCAQ,0
ID_RA1JUV0,0
ID_RCRAENR,0
ID_RCTEAN2,0
ID_RER2BJD,0
ID_RER9WS0,0
ID_RF7KKX1,0
ID_RFVPRZZ,0
ID_RGANEVX,0
ID_RHLXE77,0
ID_RJXMGCH,0
ID_RK9P1B6,0
ID_RKO88J6,0
ID_RLC0GHX,0
ID_RLGR3E8,0
ID_RP0IJ5X,0
ID_RPS6TVY,0
ID_RQ2MGUT,0
ID_RRC95K0,0
ID_RRL1IRM,0
ID_RTIO0G2,0
ID_RUIQ6JT,0
ID_RVO21S1,0
ID_RWZFGQM,0
ID_RY4OMUC,0
ID_S05E402,0
ID_S0FIZ86,0
ID_S2LMW58,0
ID_S2ZOG4K,0
ID_S400352,0
ID_S4X1AXZ,0
ID_S4X28LN,0
ID_S64LS13,0
ID_S6XIG6Q,0
ID_S8OT3IA,0
ID_S8UKRL3,0
ID_S97X05L,0
ID_S9QLDJ6,0
ID_SAIAC0C,0
ID_SARZS8E,0
ID_SB1YZTO,0
ID_SEUO0ZX,0
ID_SEVUS4D,0
ID_SGF57PD,0
ID_SHVHR79,0
ID_SI2E5AL,0
ID_SIYSETD,0
ID_SJYAAZE,0
ID_SK5BNVR,0
ID_SK9XTI5,0
ID_SLCTEAC,0
ID_SLQTR1P,0
ID_SLZOQNE,0
ID_SNK9XQ9,0
ID_SNNDO7K,0
ID_SOHHABR,0
ID_SQA65PJ,0
ID_SR1TGP0,0
ID_SR8941B,0
ID_SSMVI86,0
ID_ST3APTZ,0
ID_STO7HQX,0
ID_SUOJN3S,0
ID_SVHM370,0
ID_SVWH1CR,0
ID_SWVD0LT,0
ID_SXG4MXS,0
ID_SZESA4P,0
ID_SZJ490Y,0
ID_T29SXXB,0
ID_T3GTDFP,0
ID_T3R8A3J,0
ID_T5UAAOF,0
ID_TACO70R,0
ID_TCTXSDG,0
ID_TDAOXRT,0
ID_TGALQY1,0
ID_TGL3Z9Q,0
ID_TH6IGD2,0
ID_THSBVJD,0
ID_TIE3KL6,0
ID_TIPN93T,0
ID_TJJ9OBZ,0
ID_TLUQ0JG,0
ID_TMJPMMX,0
ID_TNX0ETB,0
ID_TO1MJ60,0
ID_TP5UXL5,0
ID_TQ78I95,0
ID_TRP2IKV,0
ID_TRPXU5T,0
ID_TS9Q183,0
ID_TSML5A4,0
ID_TU49J9J,0
ID_TURZWNO,0
ID_TXRI06W,0
ID_TXTUKJT,0
ID_TY6WNGZ,0
ID_TYS4HNY,0
ID_TYU83J1,0
ID_U04U4YA,0
ID_U15FZYX,0
ID_U23KU5W,0
ID_U3FIRAP,0
ID_U5HFBJM,0
ID_U815DLY,0
ID_U8I2BQJ,0
ID_U8R3INO,0
ID_U9J923L,0
ID_U9YCUV5,0
ID_UCUJOQA,0
ID_UF9IREF,0
ID_UFI95JN,0
ID_UFMX4S0,0
ID_UG5EFU7,0
ID_UGNZF7K,0
ID_UH6PX4L,0
ID_UHAN1P0,0
ID_UM41ZMN,0
ID_UML0YPG,0
ID_UNP81GL,0
ID_UOBWYR7,0
ID_UOHPRIM,0
ID_UPRTSMO,0
ID_UPTJALS,0
ID_UQ1NBC0,0
ID_UQL5L95,0
ID_USRRMU8,0
ID_UUBAR0F,0
ID_UYRZV51,0
ID_V1930ES,0
ID_V1BA5Z5,0
ID_V1RSMQM,0
ID_V40HUEO,0
ID_V4AKZ38,0
ID_V4L18WQ,0
ID_V5WTV0U,0
ID_V64IE8K,0
ID_V854JV2,0
ID_V8BC3PV,0
ID_V8OZLYA,0
ID_VB29M9A,0
ID_VCES3UB,0
ID_VI3GXFJ,0
ID_VJ1TURE,0
ID_VJJTPBE,0
ID_VL9DKGT,0
ID_VNJJ9NI,0
ID_VNWX6G5,0
ID_VOA0C3P,0
ID_VPH7QKO,0
ID_VPM6N5L,0
ID_VPQ0KU4,0
ID_VQRJ2PX,0
ID_VQZE9EU,0
ID_VR2LKA3,0
ID_VSJ7NFO,0
ID_VSUCFHM,0
ID_VT1N9WG,0
ID_VTWLQ73,0
ID_VU6Y3EU,0
ID_VVKHQ2N,0
ID_VX1BL92,0
ID_VXD8RFI,0
ID_VXIEF30,0
ID_VXUDN1V,0
ID_VZGGRFT,0
ID_W0AIE6L,0
ID_W27185F,0
ID_W36LTAN,0
ID_W3SMUQP,0
ID_W4HGZKT,0
ID_W5JXPUP,0
ID_W5XSOZS,0
ID_W6X0L7U,0
ID_W8LS42C,0
ID_W9SH4CD,0
ID_WB3E64W,0
ID_WD5RAIN,0
ID_WDQOHX3,0
ID_WHC9YPM,0
ID_WIB6A1C,0
ID_WK0PZT8,0
ID_WLV2TSM,0
ID_WNPA2IY,0
ID_WOBIOKR,0
ID_WOCQFJI,0
ID_WOOOEHM,0
ID_WT2G575,0
ID_WTFOI7I,0
ID_WYWUOWW,0
ID_X04QSW9,0
ID_X1TKCR0,0
ID_X241M0D,0
ID_X2BM7V1,0
ID_X2PIRXM,0
ID_X3APTQY,0
ID_X4GFKMN,0
ID_X4ICIN4,0
ID_X53VXKS,0
ID_X7F8710,0
ID_XBFEXDV,0
ID_XBNWCHQ,0
ID_XCTMY14,0
ID_XDB05V4,0
ID_XDPOVY7,0
ID_XIO6ODZ,0
ID_XJSMG9Q,0
ID_XL2Z0VV,0
ID_XN1G4SW,0
ID_XN8LPEF,0
ID_XNCKV04,0
ID_XNQ4LIO,0
ID_XNW3NY5,0
ID_XQLPB5E,0
ID_XRGI5Z4,0
ID_XRV0JPG,0
ID_XSKA87A,0
ID_XTLMQWW,0
ID_XUVJTCR,0
ID_XV4UA6F,0
ID_XYCVQUL,0
ID_XZ628U2,0
ID_XZQXRUB,0
ID_XZX19K8,0
ID_Y2J431Y,0
ID_Y381943,0
ID_Y3QGD4H,0
ID_Y4U4YU9,0
ID_Y50K87J,0
ID_Y50UEJ8,0
ID_Y5CNBLK,0
ID_Y9NQHVX,0
ID_YACRH79,0
ID_YAOQCIC,0
ID_YBBBY9D,0
ID_YC97M3S,0
ID_YCZXSNW,0
ID_YEC4BX0,0
ID_YEIJ8A5,0
ID_YFJHU92,0
ID_YH989JL,0
ID_YHJA9NU,0
ID_YJQF7IE,0
ID_YK6EXHA,0
ID_YKCBUKT,0
ID_YKX04RR,0
ID_YNCQV7O,0
ID_YOMRP75,0
ID_YPFD0HV,0
ID_YPLHCLL,0
ID_YPTZW75,0
ID_YQO5M9G,0
ID_YRA2RK6,0
ID_YRB4CG1,0
ID_YT06SPD,0
ID_YTKU8B9,0
ID_YUQJ03T,0
ID_YVBCOPX,0
ID_YZ53GK4,0
ID_YZVLOWQ,0
ID_Z1I0RKO,0
ID_Z3M4DFB,0
ID_Z4BPQ82,0
ID_Z9CQKLL,0
ID_Z9MDD99,0
ID_Z9XKXXL,0
ID_ZBVFUCA,0
ID_ZDEBBHN,0
ID_ZFWE5MQ,0
ID_ZHDP16H,0
ID_ZIETYEH,0
ID_ZKITPM3,0
ID_ZKZPBGY,0
ID_ZM8Y96F,0
ID_ZMQ59N6,0
ID_ZNB8BV9,0
ID_ZP4DSAM,0
ID_ZPP94KU,0
ID_ZQZ5AFX,0
ID_ZRCEQL0,0
ID_ZS4AMG0,0
ID_ZTTHC5X,0
ID_ZUJAFUP,0
ID_ZWHCTUM,0
ID_ZWQRL8L,0
ID_ZWZ92GU,0
